Urdu_Idiom,English_Meaning,Best_Match,Similarity,ai_sentence,Idiomatic_Sent,Translation_Instruction,Urdu_Sentence_3.5,Urdu_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
انگور کھٹے ہیں,Grapes are sour,sour grapes,0.9464051127433776,yes,"After losing the promotion, Jenna dismissed it as a position she never wanted anyway, but her coworkers could tell it was just sour grapes.","'انگور کھٹے ہیں' means 'sour grapes'. Given the above knowledge translate the following sentence to Urdu: 'After losing the promotion, Jenna dismissed it as a position she never wanted anyway, but her coworkers could tell it was just sour grapes.'",جینا نے پروموشن ۔کھو دینے کے بعد اسے ایک ایسی پوزیشن کے طور پر قبول نہیں کیا جو اُسے چاہئی تھی، مگر اُس کے ساتھیوں کو پتا تھا کہ یہ انگور کھٹے ہیں۔,پروموشن کھونے کے بعد، جینا نے اسے ایک ایسی پوزیشن قرار دیا جسے وہ کبھی چاہتی ہی نہیں تھی، لیکن اس کے ساتھی جانتے تھے کہ یہ صرف انگور کھٹے ہیں۔,3.0,2.0,3.0,3.0
وقت کا ایک ٹانکا بے وقت کے سو ٹانکوں سے بچاتا ہے,A stitch in time saves nine,a stitch in time saves nine,0.9999997615814208,yes,"By fixing the small leak in the roof now, you'll avoid a much bigger and costlier repair later—after all, a stitch in time saves nine.","'وقت کا ایک ٹانکا بے وقت کے سو ٹانکوں سے بچاتا ہے' means 'a stitch in time saves nine'. Given the above knowledge translate the following sentence to Urdu: 'By fixing the small leak in the roof now, you'll avoid a much bigger and costlier repair later—after all, a stitch in time saves nine.'",اب چھت میں چھوٹی سی چھید کو ٹھیک کرنے سے بڑے اور مہنگے ترمیم کو بچایا جا سکتا ہے- بہرحال، وقت کا ایک ٹانکا بے وقت کے سو ٹانکوں سے بچاتا ہے۔,ابھی چھت میں چھوٹا سا سوراخ ٹھیک کرنے سے، بعد میں ہونے والے بڑے اور مہنگے مرمت سے بچ جائیں گے—آخرکار، وقت کا ایک ٹانکا بے وقت کے سو ٹانکوں سے بچاتا ہے۔,3.0,3.0,3.0,3.0
نیم حکیم خطرہ جان، نیم ملا خطرہ ایمان,A little knowledge is a dangerous thing,a little learning is a dangerous thing,0.7769099473953247,yes,"When he tried to fix the car with just a few online tutorials, it quickly became clear that a little learning is a dangerous thing.","'نیم حکیم خطرہ جان، نیم ملا خطرہ ایمان' means 'a little learning is a dangerous thing'. Given the above knowledge translate the following sentence to Urdu: 'When he tried to fix the car with just a few online tutorials, it quickly became clear that a little learning is a dangerous thing.'",جب اس نے صرف چند آن لائن ہدایتوں سے گاڑی ٹھیک کرنے کی کوشش کی، جلدی ہی واضح ہوا کہ تھوڑی سی تعلیم خطرناک ہے۔,جب اُس نے چند آن لائن ٹیوٹوریلز کی مدد سے گاڑی ٹھیک کرنے کی کوشش کی، تو جلد ہی واضح ہوگیا کہ نیم حکیم خطرہ جان، نیم ملا خطرہ ایمان۔,3.0,3.0,1.0,3.0
بہتی گنگا میں ہاتھ دھونا,To use the available opportunity,make hay while the sun shines,0.7795696258544922,yes,"You should apply for that job opening now; it's a great opportunity, so make hay while the sun shines.","'بہتی گنگا میں ہاتھ دھونا' means 'make hay while the sun shines'. Given the above knowledge translate the following sentence to Urdu: 'You should apply for that job opening now; it's a great opportunity, so make hay while the sun shines.'",آپ کو اب وہ نوکری کے انٹرن پر درخواست دینی چاہئے؛ یہ ایک عظیم موقع ہے، اس لئے بہتی گنگا میں ہاتھ دھونا۔,تمہیں ابھی اس نوکری کے لیے درخواست دینی چاہیے؛ یہ ایک بہترین موقع ہے، اس لیے بہتی گنگا میں ہاتھ دھو لو۔,2.0,2.0,2.0,3.0
بندر کیا جانے ادرک کا سواد,Casting pearls before swine,cast pearls before swine,0.9252103567123412,yes,Sharing your sophisticated theories with them is like casting pearls before swine.,'بندر کیا جانے ادرک کا سواد' means 'cast pearls before swine'. Given the above knowledge translate the following sentence to Urdu: 'Sharing your sophisticated theories with them is like casting pearls before swine.',ان کے ساتھ اپنے پیچیدہ نظریات کا اشتراک کرنا گریبان پر ہی سوار بنانے کی طرح ہے۔,اپنے پیچیدہ نظریات ان کے ساتھ بانٹنا بندر کیا جانے ادرک کا سواد کے مترادف ہے۔,1.0,1.0,1.0,3.0
آگے کنواں پیچھے کھائی,Between the devil and the deep-sea,between the devil and the deep blue sea,0.928279459476471,yes,"Faced with choosing between a pay cut or losing her job entirely, Maria felt like she was between the devil and the deep blue sea.","'آگے کنواں پیچھے کھائی' means 'between the devil and the deep blue sea'. Given the above knowledge translate the following sentence to Urdu: 'Faced with choosing between a pay cut or losing her job entirely, Maria felt like she was between the devil and the deep blue sea.'",ماریا کو تنخواہ میں کٹوتی کرنے یا مکمل طور پر نوکری کھو دینے کے درمیان منہ بند کرنا پڑا، اس نے محسوس کیا جیسے وہ آگے کنواں پیچھے کھائی میں پھنسی ہو۔,تنخواہ میں کمی یا مکمل طور پر اپنی نوکری کھونے کے انتخاب کا سامنا کرتے ہوئے، ماریا کو لگا جیسے وہ آگے کنواں پیچھے کھائی میں ہے۔,3.0,3.0,3.0,3.0
کھسیانی بلی کھمبا نوچے,To show anger after getting embarrassed.,fit of anger,0.7547398805618286,no,"When she did n't get her way , she drove off in a fit of anger .","'کھسیانی بلی کھمبا نوچے' means 'fit of anger'. Given the above knowledge translate the following sentence to Urdu: 'When she did n't get her way , she drove off in a fit of anger .'",جب اس نے اپنی مرضی نہیں ملی، تو وہ غصے میں چلی گئی۔,جب اسے اپنی مرضی نہ ملی، تو وہ غصے میں گاڑی چلا کر چلی گئی۔,3.0,3.0,1.0,3.0
بہتی گنگا میں ہاتھ دھونا,To use the available opportunity.,make hay while the sun shines,0.7957614660263062,yes,"We decided to launch the new product during the holiday season, knowing we had to make hay while the sun shines.","'بہتی گنگا میں ہاتھ دھونا' means 'make hay while the sun shines'. Given the above knowledge translate the following sentence to Urdu: 'We decided to launch the new product during the holiday season, knowing we had to make hay while the sun shines.'",ہم نے فیصلہ کیا کہ ہم نیا مصنوعہ چھٹیوں کی موسم میں لانچ کریں، جانتے ہوئے کہ ہمیں بہتی گنگا میں ہاتھ دھونا ہے۔,ہم نے فیصلہ کیا کہ نئے پروڈکٹ کو تعطیلات کے موسم میں لانچ کریں گے، جانتے ہوئے کہ ہمیں بہتی گنگا میں ہاتھ دھونا ہے۔,2.0,2.0,2.0,3.0
دور کے ڈھول سُہانے,The grass is always greener on the other side.,grass is greener on the other side,0.8873207569122314,yes,"She left her stable job for what seemed like a dream position, only to find out that the grass isn't always greener on the other side.","'دور کے ڈھول سُہانے' means 'grass is greener on the other side'. Given the above knowledge translate the following sentence to Urdu: 'She left her stable job for what seemed like a dream position, only to find out that the grass isn't always greener on the other side.'",وہ اپنی مضبوط نوکری چھوڑ کر ایسی نوکری کی طرف گئی جو خوابوں جیسی لگتی تھی، مگر بعد میں یہ جان کر ہر وقت گھاس ہمیشہ سبز نہیں ہوتی۔,اُس نے اپنی مستحکم نوکری چھوڑ دی ایک ایسی خواب جیسی پوزیشن کے لئے، صرف یہ جاننے کے لئے کہ دور کے ڈھول ہمیشہ سُہانے نہیں ہوتے۔,3.0,3.0,1.0,3.0
انگور کھٹے ہیں,Sour grapes.,sour grapes,0.9705941677093506,yes,"After losing the competition, John dismissed the winner's talent as overrated, but it was clear his comments were just sour grapes.","'انگور کھٹے ہیں' means 'sour grapes'. Given the above knowledge translate the following sentence to Urdu: 'After losing the competition, John dismissed the winner's talent as overrated, but it was clear his comments were just sour grapes.'",مقابلہ ہارنے کے بعد، جان نے جیتنے والے کی استعداد کو زیادہ قیمتی قرار دینے والی توہین کی، مگر واضح تھا کہ اس کے تبصرے صرف انگور کھٹے تھے۔,مقابلہ ہارنے کے بعد، جان نے فاتح کی قابلیت کو مبالغہ آمیز قرار دیا، لیکن یہ واضح تھا کہ اس کے تبصرے صرف انگور کھٹے ہیں۔,3.0,3.0,3.0,3.0
بندر کیا جانے ادرک کا سواد,Casting pearls before swine.,cast pearls before swine,0.9202017188072203,yes,"Sharing my detailed analysis with them felt like casting pearls before swine, as they couldn't appreciate the depth of my insights.","'بندر کیا جانے ادرک کا سواد' means 'cast pearls before swine'. Given the above knowledge translate the following sentence to Urdu: 'Sharing my detailed analysis with them felt like casting pearls before swine, as they couldn't appreciate the depth of my insights.'",میری تفصیلی تجزیہ ان کے ساتھ شیئر کرنا ایسا محسوس ہوا جیسے کہ میں نے ادرک کا سواد بندر کو دیا ہو، کیونکہ وہ میری تجاویز کی گہرائی کو قدر نہیں کر سکے۔,اپنی تفصیلی تجزیہ ان کے ساتھ بانٹنا ایسا محسوس ہوا جیسے بندر کو ادرک کا سواد سمجھانا، کیونکہ وہ میری بصیرت کی گہرائی کو سمجھ نہیں سکے۔,2.0,3.0,2.0,2.0
ناچ نہ جانے آنگھن ٹیڑھا,A poor worker blames his tools.,it is a poor workman who blames his tools,0.8700841665267944,yes,"Despite the project's failure, Mark refused to take responsibility, proving that it is a poor workman who blames his tools.","'ناچ نہ جانے آنگھن ٹیڑھا' means 'it is a poor workman who blames his tools'. Given the above knowledge translate the following sentence to Urdu: 'Despite the project's failure, Mark refused to take responsibility, proving that it is a poor workman who blames his tools.'",مارک نے منزل کی ناکامی کے باوجود ذمہ داری قبول کرنے سے انکار کیا، جس نے ثابت کیا کہ ناچ نہ جانے آنگھن ٹیڑھا ہوتا ہے۔,پروجیکٹ کی ناکامی کے باوجود، مارک نے ذمہ داری قبول کرنے سے انکار کر دیا، جس سے ثابت ہوا کہ ناچ نہ جانے آنگھن ٹیڑھا۔,2.0,2.0,1.0,1.0
آگے کنواں پیچھے کھائی,Between the devil and the deep sea.,between the devil and the deep blue sea,0.9255379438400269,yes,"Faced with either betraying his best friend or losing his job, Jack felt like he was between the devil and the deep blue sea.","'آگے کنواں پیچھے کھائی' means 'between the devil and the deep blue sea'. Given the above knowledge translate the following sentence to Urdu: 'Faced with either betraying his best friend or losing his job, Jack felt like he was between the devil and the deep blue sea.'",جیک کو اپنے بہترین دوست کو دھوکا دینا یا اپنی نوکری کھونے کے بیچ محسوس ہوا، اس نے محسوس کیا کہ وہ آگے کنواں پیچھے کھائی میں پھنس گیا تھا۔,اپنے بہترین دوست سے دغا کرنے یا اپنی نوکری کھونے کے درمیان پھنس کر، جیک کو ایسا محسوس ہوا جیسے وہ آگے کنواں پیچھے کھائی میں ہے۔,3.0,3.0,3.0,3.0
