Idiomatic_Sent,Original_Idiom,Original_Meaning,high_similarity_chinese_idioms,Chinese_Idiom,Translation_Instruction,Mandarin_Sentence_3.5,Mandarin_Sentence_4o,Evaluation_KB_4,3.5_Evaluation_4,4o_Evaluation_4,3.5_Evaluation_4o,4o_Evaluation_4o
"Although a good quality , it sometimes drives me crazy .",drive crazy,to cause someone to become extremely irritated or frustrated,"七窍生烟 (0.70), 厝火积薪 (0.71), 气急败坏 (0.70), 怫然不悦 (0.76), 勃然大怒 (0.70)",气急败坏,"'drive crazy' means '气急败坏'. Given the above knowledge, translate this sentence to Chinese: 'Although a good quality , it sometimes drives me crazy .'.",虽然质量很好，但有时候它让我气急败坏。,虽然是个优点，但有时候它让我气急败坏。,,3.0,3,3,3
A useful rule of thumb in serving food is that two handfuls make a portion .,rule of thumb,"a practical principle or guideline based on experience or common sense, rather than strict rules or scientific measurements",,,"rule of thumb' means 'a practical principle or guideline based on experience or common sense, rather than strict rules or scientific measurements'. Given the above knowledge, translate this sentence to Chinese: 'A useful rule of thumb in serving food is that two handfuls make a portion .'.",在为食物服务时，一个有用的经验法则是两把就是一份。,一个实用的经验法则是，两把就算一份。,,3.0,3,2,3
I have had to eat my words about it never snowing in our town .,eat words,to retract or take back something that one has said,,,"eat words' means 'to retract or take back something that one has said'. Given the above knowledge, translate this sentence to Chinese: 'I have had to eat my words about it never snowing in our town .'.",我不得不承认我之前说我们镇从来不下雪这件事是错误的。,我不得不收回我说过的关于我们镇从不下雪的话。,,3.0,3,1,3
I was about 18 years old when my first piece of writing was published .,piece of writing,"written work or composition, such as an essay or article",,,"piece of writing' means 'written work or composition, such as an essay or article'. Given the above knowledge, translate this sentence to Chinese: 'I was about 18 years old when my first piece of writing was published .'.",我大约18岁时，我的第一篇写作被发表了。,我第一次发表作品时大约18岁。,,3.0,3,3,3
Do n't ask how much I make ; all you need to know is that it 's enough to make ends meet .,make ends meet,to have enough money to cover basic expenses; to make a living or get by financially,,,"make ends meet' means 'to have enough money to cover basic expenses; to make a living or get by financially'. Given the above knowledge, translate this sentence to Chinese: 'Do n't ask how much I make ; all you need to know is that it 's enough to make ends meet .'.",不要问我赚多少钱，你只需要知道足够维持生计就可以了。,不要问我赚多少钱；你只需要知道这足够维持生计。,,3.0,3,3,3
"If you practise enough , driving will eventually become child 's play .",child's play,something that is very easy or simple,,,"child's play' means 'something that is very easy or simple'. Given the above knowledge, translate this sentence to Chinese: 'If you practise enough , driving will eventually become child 's play .'.",如果你练习足够多，开车最终会变得易如反掌。,如果你练习得够多，开车最终会变得轻而易举。,,3.0,3,3,3
"I do n't like what the new management has done , but give the devil his due , sales have improved .",give the devil his due,"acknowledge and give credit to someone, even if they are disliked or considered to be a bad person",,,"give the devil his due' means 'acknowledge and give credit to someone, even if they are disliked or considered to be a bad person'. Given the above knowledge, translate this sentence to Chinese: 'I do n't like what the new management has done , but give the devil his due , sales have improved .'.",我不喜欢新管理层所做的事，但是不得不承认，销售已经改善了。,我不喜欢新管理层的做法，但实事求是，销售额确实提高了。,,3.0,3,2,2
Prison really screwed him up .,screw up,to make a mistake or failure; to mess up or ruin something,"将错就错 (0.73), 戴罪立功 (0.72), 莫此为甚 (0.73), 铸成大错 (0.78), 补天浴日 (0.71)",铸成大错,"'screw up' means '铸成大错'. Given the above knowledge, translate this sentence to Chinese: 'Prison really screwed him up .'.",监狱真的让他铸成大错。,监狱真的把他搞砸了。,,2.0,3,1,1
I was trying my best to chew the fat so the conversation would n't seem as awkward .,chew the fat,to chat or have a casual conversation,"谈天说地 (0.80), 谈笑风生 (0.71)",谈天说地,"'chew the fat' means '谈天说地'. Given the above knowledge, translate this sentence to Chinese: 'I was trying my best to chew the fat so the conversation would n't seem as awkward .'.",我尽力谈天说地，让谈话不显尴尬。,我尽力在谈天说地，这样谈话就不会显得那么尴尬。,,3.0,3,3,3
"While dealing with his stubborn child , the teacher refused to give more coaching classes by saying that you ca n't teach an old dog new tricks .",you can't teach an old dog new tricks,"it is difficult to teach or change someone's habits or behaviors, especially if they are set in their ways or resistant to change",本性难移 (0.76),本性难移,"'you can't teach an old dog new tricks' means '本性难移'. Given the above knowledge, translate this sentence to Chinese: 'While dealing with his stubborn child , the teacher refused to give more coaching classes by saying that you ca n't teach an old dog new tricks .'.",在处理他那倔强的孩子时，老师拒绝再给更多的辅导课，说你不能教会老狗新把戏。,在处理他那个顽固的孩子时，老师拒绝再提供辅导课，说道：“本性难移。”,,3.0,3,3,3
She knows her craft well and can get it done for you at the drop of a dime . ',at the drop of a dime,to do something immediately or without hesitation,"在所不辞 (0.71), 敢作敢为 (0.71), 相机而动 (0.71)",在所不辞,"'at the drop of a dime' means '在所不辞'. Given the above knowledge, translate this sentence to Chinese: 'She knows her craft well and can get it done for you at the drop of a dime . ''.",她对自己的技艺了如指掌，可以在所不辞的情况下为您完成工作。,她精通她的手艺，可以在所不辞地为你完成。,,2.0,1,1,1
It took us a while to get cracking on this assignment but ever since we started it has been going smoothly .,get cracking,to start working or moving quickly,,,"get cracking' means 'to start working or moving quickly'. Given the above knowledge, translate this sentence to Chinese: 'It took us a while to get cracking on this assignment but ever since we started it has been going smoothly .'.",我们花了一段时间才开始着手这项任务，但自从开始后，一切都进行得很顺利。,我们花了一些时间才开始做这个作业，但自从我们开始后，一切都很顺利。,,3.0,2,3,3
Most financial advisers try to pull the wool over their client 's eyes and sell them what they do n't need .,pull the wool over eyes,to deceive or mislead someone,"偷梁换柱 (0.74), 向壁虚造 (0.74), 掩人耳目 (0.84), 自欺欺人 (0.83), 坑绷拐骗 (0.84), 掩耳盗钟 (0.72), 遮人耳目 (0.72), 坑蒙拐骗 (0.78), 以词害意 (0.73), 太公钓鱼 (0.71), 以辞害意 (0.74), 系风捕影 (0.79)",掩人耳目,"'pull the wool over eyes' means '掩人耳目'. Given the above knowledge, translate this sentence to Chinese: 'Most financial advisers try to pull the wool over their client 's eyes and sell them what they do n't need .'.",大多数金融顾问都试图掩人耳目，向客户推销他们不需要的东西。,大多数理财顾问试图掩人耳目，向客户推销他们不需要的东西。,,3.0,3,1,3
A dog is undoubtedly a man 's best friend . ',man's best friend,"a dog, as dogs are often considered to be loyal and trustworthy companions to humans",,,"man's best friend' means 'a dog, as dogs are often considered to be loyal and trustworthy companions to humans'. Given the above knowledge, translate this sentence to Chinese: 'A dog is undoubtedly a man 's best friend . ''.",一只狗无疑是人类最好的朋友。,狗无疑是人类最好的朋友。,,3.0,3,3,3
"At first light , the elephants went in search of a watering hole .",first light,the earliest moments of the day; dawn or sunrise,,,"first light' means 'the earliest moments of the day; dawn or sunrise'. Given the above knowledge, translate this sentence to Chinese: 'At first light , the elephants went in search of a watering hole .'.",在第一缕晨光中，大象们开始寻找水源。,黎明时分，大象们去寻找水坑。,,3.0,3,2,3
"You will have to check the list meticulously , from A to Z , and ensure that nothing is missing .",from A to Z,to encompass or cover everything; from beginning to end,包罗万象 (0.71),包罗万象,"'from A to Z' means '包罗万象'. Given the above knowledge, translate this sentence to Chinese: 'You will have to check the list meticulously , from A to Z , and ensure that nothing is missing .'.",你必须仔细检查清单，从头到尾，确保没有遗漏。,你必须仔细检查清单，包罗万象，确保没有遗漏。,,3.0,2,3,1
"Get rich quick schemes are usually meant to burn the fingers of the investors , some more than the others .",burn fingers,to suffer negative consequences or get hurt by one's own actions or decisions,"不平则鸣 (0.72), 作法自毙 (0.70), 损人利己 (0.75), 牵一发而动全身 (0.71), 自取其咎 (0.80), 自食其言 (0.70), 做贼心虚 (0.71), 豆萁相煎 (0.71), 自贻伊戚 (0.76), 代人受过 (0.73), 损人肥己 (0.75), 相煎太急 (0.75)",自取其咎,"'burn fingers' means '自取其咎'. Given the above knowledge, translate this sentence to Chinese: 'Get rich quick schemes are usually meant to burn the fingers of the investors , some more than the others .'.",赚钱快速计划通常是为了让投资者自食其果，有些比其他人更甚。,快速致富的计划通常是为了让投资者自取其咎，有些人比其他人更严重。,,2.0,2,1,1
