Idiomatic_Sent,Original_Idiom,en_meaning,high_similarity_english_idioms,Most_Relevant_English_Idiom,translation_instruction,English_Sentence_3.5,English_Sentence_4o,3.5_Evaluation_4,4o_Evaluation_4,"3,5_Evaluation_4o",4o_Evaluation_4o
近半个世纪，这可能是苏联宣传机构所有的弥天大谎中，最罪恶昭彰的谎言了，长期以来，其宣传机构都声称该指责纳粹德国。,弥天大谎,a big lie that is completely unfounded or fabricated,,,'弥天大谎' means 'a big lie that is completely unfounded or fabricated'. Given the above knowledge translate this sentence to English: 近半个世纪，这可能是苏联宣传机构所有的弥天大谎中，最罪恶昭彰的谎言了，长期以来，其宣传机构都声称该指责纳粹德国。.,"For nearly half a century, this may have been the most glaring of all the unfounded or fabricated big lies in the Soviet propaganda institution, as its propaganda outlets have long claimed these accusations against Nazi Germany.","For nearly half a century, this might be the most infamous of all the big lies completely fabricated by the Soviet propaganda apparatus, which has long claimed to blame Nazi Germany.",2,3,2.0,2
对于一个活在冷战年代的，确实真知灼见，无独有偶，今天HP女当家也提到信息量管理。,真知灼见,profound understanding and insightful viewpoint,speak _ same language (0.76),speak _ same language,'真知灼见' means 'speak _ same language'. Given the above knowledge translate this sentence to English: 对于一个活在冷战年代的，确实真知灼见，无独有偶，今天HP女当家也提到信息量管理。.,"For someone living in the Cold War era, indeed speaks the same language, as evidenced by today's female CEO of HP mentioning information management.","For someone living in the Cold War era, it is indeed insightful and perceptive; coincidentally, today the female head of HP also mentioned information management.",1,2,1.0,1
在切除乳房后，我知道重整旗鼓的办法就是再次开始锻炼身体，所以我去了当地游泳池。,重整旗鼓,regroup and start afresh; reorganize and make a comeback,,,'重整旗鼓' means 'regroup and start afresh; reorganize and make a comeback'. Given the above knowledge translate this sentence to English: 在切除乳房后，我知道重整旗鼓的办法就是再次开始锻炼身体，所以我去了当地游泳池。.,"After having my breast removed, I knew that the way to regroup and start afresh was to start exercising again, so I went to the local swimming pool.","After the mastectomy, I knew the way to regroup and start afresh was to begin exercising again, so I went to the local swimming pool.",3,3,3.0,3
今天因为有求于他，只好对他的倨傲无礼忍气吞声。,忍气吞声,swallow one's anger and remain silent,,,'忍气吞声' means 'swallow one's anger and remain silent'. Given the above knowledge translate this sentence to English: 今天因为有求于他，只好对他的倨傲无礼忍气吞声。.,"Today, because I needed a favor from him, I had to swallow my anger and remain silent in the face of his arrogance and rudeness.","Today, because I needed his help, I had to swallow my anger and remain silent in the face of his arrogance and rudeness.",3,3,3.0,3
万圣节到了：我祝你生意一本万利，爱情万紫千红，做事万无一失，前途万里鹏程，智慧万人难抵，最后祝你万圣节万事亨通！,万事亨通,smooth sailing in all matters,,,'万事亨通' means 'smooth sailing in all matters'. Given the above knowledge translate this sentence to English: 万圣节到了：我祝你生意一本万利，爱情万紫千红，做事万无一失，前途万里鹏程，智慧万人难抵，最后祝你万圣节万事亨通！.,"Halloween is here: I wish you a booming business, a love life filled with vibrancy, flawless actions, a promising future, unmatched wisdom, and finally, smooth sailing in all matters this Halloween!","Halloween is here: I wish you immense profits in business, vibrant love, flawless endeavors, a promising future, unparalleled wisdom, and finally, smooth sailing in all matters this Halloween!",3,3,2.0,2
"这样，就使得这里的居民，既不用对着水景""望梅止渴""，也不必""望河兴叹""。",望梅止渴,to alleviate one's thirst by imagining oneself near a plum tree,,,"'望梅止渴' means 'to alleviate one's thirst by imagining oneself near a plum tree'. Given the above knowledge translate this sentence to English: 这样，就使得这里的居民，既不用对着水景""望梅止渴""，也不必""望河兴叹""。.","In this way, the residents here do not have to ""alleviate their thirst by imagining a plum tree"" while facing the water scenery, nor do they need to ""long for a river with a sigh.""","This way, the residents here neither have to ""alleviate their thirst by imagining being near a plum tree"" nor ""sigh in vain while gazing at the river.""",2,2,1.0,1
像这种恶意中伤、罔顾道义的作为，真是大逆不道！,大逆不道,to act extremely contrary to what is right and proper,,,'大逆不道' means 'to act extremely contrary to what is right and proper'. Given the above knowledge translate this sentence to English: 像这种恶意中伤、罔顾道义的作为，真是大逆不道！.,"Actions like this, which maliciously slander and disregard moral principles, are truly going against what is right and proper!",Actions like malicious slander and blatant disregard for morality are truly outrageous and unconscionable!,3,3,2.0,2
恭祝阖家吉运到，金龙送福人欢笑，年年有余五谷丰，奋发有为立新功，福大外加人勤快，大财小财搂满怀。连读每句第二字有惊喜！祝你财神日快乐！,奋发有为,make great efforts and be determined to achieve success,"go places (0.74), hit a home run (0.84), made it (0.74), magic touch (0.76), nail it (0.76), pay your dues (0.77), pull out all the stops (0.73), put one's shoulder to the wheel (0.75), put your shoulder to the wheel (0.74), taste blood (0.78), you made It (0.75)",go places,'奋发有为' means 'go places'. Given the above knowledge translate this sentence to English: 恭祝阖家吉运到，金龙送福人欢笑，年年有余五谷丰，奋发有为立新功，福大外加人勤快，大财小财搂满怀。连读每句第二字有惊喜！祝你财神日快乐！.,"Wishing your whole family good luck, as the golden dragon brings joy and laughter, may there be an abundance of grains every year, going places to achieve new success, with blessings and diligence leading to great fortune, may wealth fill your arms. And there's a surprise in reading every second character in each sentence! Wishing you a happy day with the God of Wealth!","Wishing your family good fortune, the golden dragon brings happiness and laughter, abundance year upon year, achieving new successes with vigor and determination, great fortune coupled with diligence, embracing wealth big and small. Read the second character of each sentence for a surprise! Happy God of Wealth Day!",3,3,2.0,2
这件案子要团体行动，切忌匹夫之勇，弄乱了部署。,匹夫之勇,bravery of a common man,,,'匹夫之勇' means 'bravery of a common man'. Given the above knowledge translate this sentence to English: 这件案子要团体行动，切忌匹夫之勇，弄乱了部署。.,"This case requires collective action, avoiding individual bravery that may disrupt the plan.",This case requires group action; individual bravery must be avoided as it can disrupt the plan.,3,3,2.0,2
本来朱丽叶打算用假死骗过所有人，从此以后改名换姓就可以和罗密欧远走高飞双宿双栖。,远走高飞,to leave and pursue a better life elsewhere,,,'远走高飞' means 'to leave and pursue a better life elsewhere'. Given the above knowledge translate this sentence to English: 本来朱丽叶打算用假死骗过所有人，从此以后改名换姓就可以和罗密欧远走高飞双宿双栖。.,"Originally, Juliet planned to fake her own death to deceive everyone, so she could then change her name and identity and run away with Romeo to start a new life elsewhere.","Originally, Juliet planned to fake her death to fool everyone, so she could change her name and live a better life elsewhere with Romeo, staying together forever.",3,2,2.0,1
